index-out,fhr-out,toco-out,tocopeak,eval,eval_detail,sig_qual,corrected,baseline,base_max,floatline,accDec,dec_class,decSum,accSum,osci_print,validFHR,rawDeviation,minDeviation,quantilDev,sinus,osci_class,stv,delay,eval_stv,eval_signalquality,eval_dec,eval_acc,eval_var,eval_baseline
3365,0.0,15.0,0.0,1.0,73.0,0.771,148.0,152.041,0.0,148.19,0.0,0.0,-101.0,57.0,10.819,0.0,1.788,0.799,1.968,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3366,0.0,15.0,0.0,1.0,73.0,0.763,148.0,152.025,0.0,148.81,0.0,0.0,-101.0,57.0,10.798,0.0,1.793,0.799,1.965,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3367,0.0,15.0,0.0,1.0,73.0,0.756,144.0,152.006,0.0,149.333,0.0,0.0,-101.0,57.0,10.794,0.0,1.798,0.799,1.964,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3368,0.0,16.0,0.0,1.0,73.0,0.749,154.0,151.981,0.0,149.667,0.0,0.0,-101.0,57.0,10.788,0.0,1.804,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3369,0.0,15.0,0.0,1.0,73.0,0.742,146.0,151.975,0.0,150.0,0.0,0.0,-101.0,57.0,10.784,0.0,1.81,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3370,0.0,14.0,0.0,1.0,73.0,0.735,149.0,151.959,0.0,150.286,0.0,0.0,-101.0,57.0,10.783,0.0,1.816,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3371,0.0,14.0,0.0,1.0,73.0,0.728,146.0,151.969,0.0,150.619,0.0,0.0,-101.0,57.0,10.772,0.0,1.821,0.799,1.961,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3372,0.0,14.0,0.0,1.0,73.0,0.722,150.0,151.962,0.0,151.19,0.0,0.0,-101.0,57.0,10.755,0.0,1.827,0.799,1.958,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3373,0.0,14.0,0.0,1.0,73.0,0.716,148.0,151.969,0.0,151.571,0.0,0.0,-101.0,57.0,10.751,0.0,1.833,0.799,1.957,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3374,0.0,14.0,0.0,1.0,73.0,0.71,150.0,151.975,0.0,152.048,0.0,0.0,-101.0,57.0,10.741,0.0,1.839,0.799,1.955,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3375,0.0,14.0,0.0,1.0,73.0,0.704,150.0,151.981,0.0,152.524,0.0,0.0,-101.0,57.0,10.72,0.0,1.844,0.799,1.952,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3376,159.0,14.0,0.0,1.0,73.0,0.6990000000000001,159.0,151.988,0.0,152.905,0.0,0.0,-101.0,57.0,10.713000000000001,0.0,1.85,0.799,1.951,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3377,159.0,14.0,0.0,1.0,73.0,0.6930000000000001,159.0,151.994,0.0,153.238,0.0,0.0,-101.0,57.0,10.71,0.0,1.855,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3378,158.0,14.0,0.0,1.0,73.0,0.6880000000000001,158.0,152.0,0.0,153.762,0.0,0.0,-101.0,57.0,10.707,0.0,1.86,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3379,157.0,14.0,0.0,1.0,73.0,0.683,157.0,152.006,0.0,153.762,0.0,0.0,-101.0,57.0,10.703,0.0,1.866,0.799,1.949,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3380,157.0,14.0,0.0,1.0,73.0,0.679,157.0,152.006,0.0,154.143,0.0,0.0,-101.0,57.0,10.699,0.0,1.871,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3381,156.0,14.0,0.0,1.0,73.0,0.675,156.0,152.00300000000001,0.0,154.333,0.0,0.0,-101.0,57.0,10.696,0.0,1.877,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3382,156.0,14.0,0.0,1.0,73.0,0.671,156.0,151.981,0.0,154.667,0.0,0.0,-101.0,57.0,10.681000000000001,0.0,1.883,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3383,156.0,14.0,0.0,1.0,73.0,0.667,156.0,151.988,0.0,154.762,0.0,0.0,-101.0,57.0,10.679,0.0,1.889,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3384,156.0,14.0,0.0,1.0,73.0,0.663,156.0,151.981,0.0,154.952,0.0,0.0,-101.0,57.0,10.669,0.0,1.895,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3385,156.0,14.0,0.0,1.0,73.0,0.66,156.0,151.988,0.0,155.048,0.0,0.0,-101.0,57.0,10.665000000000001,0.0,1.9020000000000001,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3386,156.0,14.0,0.0,1.0,73.0,0.657,156.0,151.975,0.0,155.143,0.0,0.0,-101.0,57.0,10.632,0.0,1.909,0.799,1.937,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3387,155.0,14.0,0.0,1.0,73.0,0.654,155.0,151.978,0.0,154.81,0.0,0.0,-101.0,57.0,10.618,0.0,1.915,0.799,1.935,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3388,155.0,14.0,0.0,1.0,73.0,0.652,155.0,151.991,0.0,154.524,0.0,0.0,-101.0,57.0,10.611,0.0,1.922,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3389,154.0,14.0,0.0,1.0,73.0,0.65,154.0,151.991,0.0,154.238,0.0,0.0,-101.0,57.0,10.61,0.0,1.929,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3390,154.0,14.0,0.0,1.0,73.0,0.648,154.0,151.988,0.0,154.0,0.0,0.0,-101.0,57.0,10.61,0.0,1.936,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3391,153.0,14.0,0.0,1.0,73.0,0.646,153.0,151.988,0.0,153.762,0.0,0.0,-101.0,57.0,10.61,0.0,1.944,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3392,153.0,14.0,0.0,1.0,73.0,0.645,153.0,151.975,0.0,153.619,0.0,0.0,-101.0,57.0,10.61,0.0,1.951,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3393,152.0,14.0,0.0,1.0,73.0,0.644,152.0,151.975,0.0,153.476,0.0,0.0,-101.0,57.0,10.61,0.0,1.959,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3394,152.0,14.0,0.0,1.0,73.0,0.643,152.0,151.988,0.0,153.333,0.0,0.0,-101.0,57.0,10.603,0.0,-1.0,0.799,1.932,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3395,152.0,14.0,0.0,1.0,73.0,0.642,152.0,152.0,0.0,153.19,0.0,0.0,-101.0,57.0,10.603,0.0,-1.0,0.799,1.932,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3396,152.0,14.0,0.0,1.0,73.0,0.641,152.0,152.012,0.0,153.048,0.0,0.0,-101.0,57.0,10.584,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3397,152.0,14.0,0.0,1.0,73.0,0.641,152.0,152.025,0.0,152.81,0.0,0.0,-101.0,57.0,10.584,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3398,153.0,14.0,0.0,1.0,73.0,0.641,153.0,152.034,0.0,152.619,0.0,0.0,-101.0,57.0,10.582,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3399,152.0,14.0,0.0,1.0,73.0,0.642,152.0,152.044,0.0,152.429,0.0,0.0,-101.0,57.0,10.582,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3400,152.0,14.0,0.0,1.0,73.0,0.642,152.0,152.044,0.0,152.286,0.0,0.0,-101.0,57.0,10.582,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3401,152.0,14.0,0.0,1.0,73.0,0.643,152.0,152.044,0.0,152.19,0.0,0.0,-101.0,57.0,10.584,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3402,153.0,14.0,0.0,1.0,73.0,0.644,153.0,152.066,0.0,152.143,0.0,0.0,-101.0,57.0,10.584,0.0,-1.0,0.799,1.929,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3403,153.0,14.0,0.0,1.0,73.0,0.645,153.0,152.078,0.0,152.048,0.0,0.0,-101.0,57.0,10.603,0.0,-1.0,0.799,1.932,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3404,153.0,14.0,0.0,1.0,73.0,0.646,153.0,152.094,0.0,152.0,0.0,0.0,-101.0,57.0,10.603,0.0,-1.0,0.799,1.932,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3405,153.0,14.0,0.0,1.0,73.0,0.648,153.0,152.094,0.0,151.81,0.0,0.0,-101.0,57.0,10.61,0.0,-1.0,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3406,153.0,14.0,0.0,1.0,73.0,0.65,153.0,152.091,0.0,151.619,0.0,0.0,-101.0,57.0,10.61,0.0,-1.0,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3407,151.0,14.0,0.0,1.0,73.0,0.652,151.0,152.091,0.0,151.429,0.0,0.0,-101.0,57.0,10.611,0.0,-1.0,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3408,151.0,14.0,0.0,1.0,73.0,0.654,151.0,152.109,0.0,151.286,0.0,0.0,-101.0,57.0,10.611,0.0,-1.0,0.799,1.934,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3409,151.0,14.0,0.0,1.0,73.0,0.656,151.0,152.138,0.0,151.095,0.0,0.0,-101.0,57.0,10.618,0.0,-1.0,0.799,1.935,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3410,151.0,14.0,0.0,1.0,73.0,0.659,151.0,152.13400000000001,0.0,150.952,0.0,0.0,-101.0,57.0,10.618,0.0,-1.0,0.799,1.935,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3411,152.0,14.0,0.0,1.0,73.0,0.661,152.0,152.15,0.0,150.81,0.0,0.0,-101.0,57.0,10.627,0.0,-1.0,0.799,1.936,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3412,152.0,14.0,0.0,1.0,73.0,0.664,152.0,152.166,0.0,150.667,0.0,0.0,-101.0,57.0,10.627,0.0,-1.0,0.799,1.936,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3413,151.0,14.0,0.0,1.0,73.0,0.667,151.0,152.166,0.0,150.476,0.0,0.0,-101.0,57.0,10.632,0.0,-1.0,0.799,1.937,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3414,151.0,14.0,0.0,1.0,73.0,0.671,151.0,152.166,0.0,150.286,0.0,0.0,-101.0,57.0,10.632,0.0,-1.0,0.799,1.937,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3415,148.0,14.0,0.0,1.0,73.0,0.674,148.0,152.166,0.0,150.095,0.0,0.0,-101.0,57.0,10.665000000000001,0.0,-1.0,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3416,148.0,14.0,0.0,1.0,73.0,0.677,148.0,152.166,0.0,149.952,0.0,0.0,-101.0,57.0,10.665000000000001,0.0,-1.0,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3417,148.0,14.0,0.0,1.0,73.0,0.681,148.0,152.166,0.0,149.81,0.0,0.0,-101.0,57.0,10.669,0.0,-1.0,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3418,149.0,14.0,0.0,1.0,73.0,0.685,149.0,152.166,0.0,149.762,0.0,0.0,-101.0,57.0,10.669,0.0,-1.0,0.799,1.943,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3419,149.0,14.0,0.0,1.0,73.0,0.6890000000000001,149.0,152.169,0.0,149.714,0.0,0.0,-101.0,57.0,10.671,0.0,-1.0,0.799,1.944,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3420,149.0,14.0,0.0,1.0,73.0,0.6930000000000001,149.0,152.175,0.0,149.667,0.0,0.0,-101.0,57.0,10.671,0.0,-1.0,0.799,1.944,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3421,149.0,14.0,0.0,1.0,73.0,0.6970000000000001,149.0,152.153,0.0,149.619,0.0,0.0,-101.0,57.0,10.679,0.0,-1.0,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3422,149.0,14.0,0.0,1.0,73.0,0.7010000000000001,149.0,152.13400000000001,0.0,149.524,0.0,0.0,-101.0,57.0,10.679,0.0,-1.0,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3423,149.0,14.0,0.0,1.0,73.0,0.706,149.0,152.147,0.0,149.429,0.0,0.0,-101.0,57.0,10.681000000000001,0.0,-1.0,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3424,149.0,14.0,0.0,1.0,73.0,0.71,149.0,152.156,0.0,149.429,0.0,0.0,-101.0,57.0,10.681000000000001,0.0,-1.0,0.799,1.945,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3425,149.0,14.0,0.0,1.0,73.0,0.715,149.0,152.131,0.0,149.381,0.0,0.0,-101.0,57.0,10.696,0.0,-1.0,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3426,150.0,14.0,0.0,1.0,73.0,0.719,150.0,152.12800000000001,0.0,149.476,0.0,0.0,-101.0,57.0,10.696,0.0,-1.0,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3427,150.0,14.0,0.0,1.0,73.0,0.724,150.0,152.144,0.0,149.571,0.0,0.0,-101.0,57.0,10.699,0.0,-1.0,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3428,150.0,14.0,0.0,1.0,73.0,0.729,150.0,152.141,0.0,149.762,0.0,0.0,-101.0,57.0,10.699,0.0,-1.0,0.799,1.948,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3429,150.0,14.0,0.0,1.0,73.0,0.734,150.0,152.147,0.0,149.857,0.0,0.0,-101.0,57.0,10.703,0.0,-1.0,0.799,1.949,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3430,150.0,14.0,0.0,1.0,73.0,0.739,150.0,152.156,0.0,149.952,0.0,0.0,-101.0,57.0,10.703,0.0,-1.0,0.799,1.949,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3431,150.0,13.0,0.0,1.0,73.0,0.744,150.0,152.162,0.0,150.095,0.0,0.0,-101.0,57.0,10.707,0.0,-1.0,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3432,150.0,13.0,0.0,1.0,73.0,0.749,150.0,152.166,0.0,150.19,0.0,0.0,-101.0,57.0,10.707,0.0,-1.0,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3433,150.0,13.0,0.0,1.0,73.0,0.754,150.0,152.18800000000002,0.0,150.286,0.0,0.0,-101.0,57.0,10.71,0.0,-1.0,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3434,151.0,13.0,0.0,1.0,73.0,0.759,151.0,152.18800000000002,0.0,150.381,0.0,0.0,-101.0,57.0,10.71,0.0,-1.0,0.799,1.95,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3435,150.0,14.0,0.0,1.0,73.0,0.764,150.0,152.184,0.0,150.524,0.0,0.0,-101.0,57.0,10.716000000000001,0.0,-1.0,0.799,1.951,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3436,150.0,14.0,0.0,1.0,73.0,0.769,150.0,152.169,0.0,150.667,0.0,0.0,-101.0,57.0,10.716000000000001,0.0,-1.0,0.799,1.951,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3437,150.0,14.0,0.0,1.0,73.0,0.774,150.0,152.156,0.0,150.762,0.0,0.0,-101.0,57.0,10.72,0.0,-1.0,0.799,1.952,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3438,152.0,14.0,0.0,1.0,73.0,0.78,152.0,152.153,0.0,150.857,0.0,0.0,-101.0,57.0,10.72,0.0,-1.0,0.799,1.952,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3439,151.0,14.0,0.0,1.0,73.0,0.785,151.0,152.172,0.0,150.905,0.0,0.0,-101.0,57.0,10.741,0.0,-1.0,0.799,1.955,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3440,151.0,14.0,0.0,1.0,73.0,0.79,151.0,152.166,0.0,150.905,0.0,0.0,-101.0,57.0,10.741,0.0,-1.0,0.799,1.955,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3441,152.0,14.0,0.0,1.0,73.0,0.796,152.0,152.147,0.0,150.905,0.0,0.0,-101.0,57.0,10.751,0.0,-1.0,0.799,1.957,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3442,151.0,14.0,0.0,1.0,73.0,0.801,151.0,152.172,0.0,150.952,0.0,0.0,-101.0,57.0,10.751,1.0,-1.0,0.799,1.957,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3443,151.0,14.0,0.0,1.0,73.0,0.806,151.0,152.141,0.0,151.0,0.0,0.0,-101.0,57.0,10.755,1.0,-1.0,0.799,1.958,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3444,151.0,14.0,0.0,1.0,73.0,0.811,151.0,152.138,0.0,151.048,0.0,0.0,-101.0,57.0,10.755,1.0,-1.0,0.799,1.958,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3445,152.0,14.0,0.0,1.0,73.0,0.8170000000000001,152.0,152.125,0.0,151.048,0.0,0.0,-101.0,57.0,10.762,1.0,-1.0,0.799,1.959,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3446,152.0,15.0,0.0,1.0,73.0,0.8220000000000001,152.0,152.138,0.0,151.048,0.0,0.0,-101.0,57.0,10.762,1.0,-1.0,0.799,1.959,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3447,152.0,14.0,0.0,1.0,73.0,0.8270000000000001,152.0,152.13400000000001,0.0,151.048,0.0,0.0,-101.0,57.0,10.772,1.0,-1.0,0.799,1.961,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3448,152.0,14.0,0.0,1.0,73.0,0.833,152.0,152.122,0.0,151.048,0.0,0.0,-101.0,57.0,10.772,1.0,-1.0,0.799,1.961,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3449,151.0,14.0,0.0,1.0,73.0,0.838,151.0,152.125,0.0,150.905,0.0,0.0,-101.0,57.0,10.783,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3450,150.0,14.0,0.0,1.0,73.0,0.843,150.0,152.156,0.0,150.81,0.0,0.0,-101.0,57.0,10.783,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3451,150.0,14.0,0.0,1.0,73.0,0.848,150.0,152.119,0.0,150.714,0.0,0.0,-101.0,57.0,10.784,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3452,151.0,14.0,0.0,1.0,73.0,0.853,151.0,152.125,0.0,150.571,0.0,0.0,-101.0,57.0,10.784,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3453,151.0,14.0,0.0,1.0,73.0,0.858,151.0,152.131,0.0,150.524,0.0,0.0,-101.0,57.0,10.788,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3454,151.0,14.0,0.0,1.0,73.0,0.863,151.0,152.138,0.0,150.429,0.0,0.0,-101.0,57.0,10.788,1.0,-1.0,0.799,1.963,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3455,151.0,14.0,0.0,1.0,73.0,0.868,151.0,152.166,0.0,150.333,0.0,0.0,-101.0,57.0,10.794,1.0,-1.0,0.799,1.964,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3456,150.0,15.0,0.0,1.0,73.0,0.873,150.0,152.15,0.0,150.238,0.0,0.0,-101.0,57.0,10.794,1.0,-1.0,0.799,1.964,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3457,150.0,15.0,0.0,1.0,73.0,0.878,150.0,152.15,0.0,150.143,0.0,0.0,-101.0,57.0,10.798,1.0,-1.0,0.799,1.965,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3458,150.0,15.0,0.0,1.0,73.0,0.883,150.0,152.147,0.0,150.048,0.0,0.0,-101.0,57.0,10.798,1.0,-1.0,0.799,1.965,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3459,149.0,15.0,0.0,1.0,73.0,0.888,149.0,152.166,0.0,149.952,0.0,0.0,-101.0,57.0,10.819,1.0,-1.0,0.799,1.968,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3460,149.0,15.0,0.0,1.0,73.0,0.893,149.0,152.141,0.0,150.0,0.0,0.0,-101.0,57.0,10.819,1.0,-1.0,0.799,1.968,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3461,149.0,15.0,0.0,1.0,73.0,0.897,149.0,152.138,0.0,150.095,0.0,0.0,-101.0,57.0,10.824,1.0,-1.0,0.799,1.969,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3462,149.0,15.0,0.0,1.0,73.0,0.902,149.0,152.141,0.0,150.19,0.0,0.0,-101.0,57.0,10.824,1.0,-1.0,0.799,1.969,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3463,150.0,15.0,0.0,1.0,73.0,0.907,150.0,152.15,0.0,150.238,0.0,0.0,-101.0,57.0,10.84,1.0,-1.0,0.799,1.972,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3464,149.0,15.0,0.0,1.0,73.0,0.911,149.0,152.122,0.0,150.286,0.0,0.0,-101.0,57.0,10.84,1.0,-1.0,0.799,1.972,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3465,149.0,16.0,0.0,1.0,73.0,0.911,149.0,152.119,0.0,150.333,0.0,0.0,-101.0,57.0,10.841000000000001,1.0,-1.0,0.799,1.972,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3466,150.0,15.0,0.0,1.0,73.0,0.912,150.0,152.13400000000001,0.0,150.333,0.0,0.0,-101.0,57.0,10.841000000000001,1.0,-1.0,0.799,1.972,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3467,150.0,16.0,0.0,1.0,73.0,0.912,150.0,152.156,0.0,150.381,0.0,0.0,-101.0,57.0,10.877,1.0,-1.0,0.799,1.978,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3468,150.0,15.0,0.0,1.0,73.0,0.913,150.0,152.153,0.0,150.429,0.0,0.0,-101.0,57.0,10.877,1.0,-1.0,0.799,1.978,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3469,150.0,15.0,0.0,1.0,73.0,0.913,150.0,152.125,0.0,150.524,0.0,0.0,-101.0,57.0,10.885,1.0,-1.0,0.799,1.98,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3470,152.0,15.0,0.0,1.0,73.0,0.913,152.0,152.147,0.0,150.667,0.0,0.0,-101.0,57.0,10.885,1.0,-1.0,0.799,1.98,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3471,152.0,15.0,0.0,1.0,73.0,0.914,152.0,152.141,0.0,150.762,0.0,0.0,-101.0,57.0,10.899000000000001,1.0,-1.0,0.799,1.982,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3472,152.0,15.0,0.0,1.0,73.0,0.914,152.0,152.166,0.0,150.857,0.0,0.0,-101.0,57.0,10.899000000000001,1.0,-1.0,0.799,1.982,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3473,152.0,16.0,0.0,1.0,73.0,0.915,152.0,152.147,0.0,150.857,0.0,0.0,-101.0,57.0,10.905,1.0,-1.0,0.799,1.983,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3474,152.0,16.0,0.0,1.0,73.0,0.915,152.0,152.125,0.0,150.81,0.0,0.0,-101.0,57.0,10.905,1.0,-1.0,0.799,1.983,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3475,152.0,16.0,0.0,1.0,73.0,0.916,152.0,152.147,0.0,150.81,0.0,0.0,-101.0,57.0,10.91,1.0,-1.0,0.799,1.984,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3476,151.0,15.0,0.0,1.0,73.0,0.916,151.0,152.159,0.0,150.762,0.0,0.0,-101.0,57.0,10.91,1.0,-1.0,0.799,1.984,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
3477,151.0,16.0,0.0,1.0,73.0,0.917,151.0,152.153,0.0,150.667,0.0,0.0,-101.0,57.0,10.91,1.0,-1.0,0.799,1.984,0.0,0.0,5.768,261.0,1.0,1.0,1.0,1.0,1.0,1.0
